"incident_county","incident_name","incident_acres_burned","incident_latitude","incident_longitude","incident_type","incident_date_created","incident_dateonly_created","created_year","created_month","incident_date_extinguished","incident_dateonly_extinguished","incident_id"
"Siskiyou","Lava Fire","26409","41.459","-122.329","Wildfire","2021-06-24 13:35:24-07","2021-06-24","2021","6","2021-09-02 23:51:30-07","2021-09-03","9d7c19c4-f146-4b3e-a4c3-5ea9c3247208"
"Calaveras","Airola Fire","639","38.038795","-120.454797","Wildfire","2021-08-25 07:55:00-07","2021-08-25","2021","8","2021-09-04 00:11:43-07","2021-09-04","7b6a10b8-58fb-4906-ad11-dc88fe5b7872"
"Amador","Lawrence Fire","46","38.529123","-120.731748","Wildfire","2021-09-05 03:40:20-07","2021-09-05","2021","9","2021-09-07 01:39:06-07","2021-09-07","5ddee2f6-f32b-4664-a416-5cf4996290a5"
"Humboldt","K-Rail","16","41.03877","-123.52733","Wildfire","2021-08-30 06:30:00-07","2021-08-30","2021","8","2021-09-08 09:25:07-07","2021-09-08","af05ba27-9105-4776-83a8-8ea786117476"
"Santa Barbara","Caballo Fire","70","34.6776","-120.09009","Wildfire","2021-09-06 07:54:06-07","2021-09-06","2021","9","2021-09-08 09:25:24-07","2021-09-08","6a36efca-0cb1-465f-be4d-06b3e3b528c1"
"San Diego","Aruba Fire","54","33.380079","-117.111157","Wildfire","2021-09-05 08:50:14-07","2021-09-05","2021","9","2021-09-09 09:46:17-07","2021-09-09","257ee7b8-fe14-45ac-ba58-4fae7003f6de"
"Humboldt","Knob Fire","2421","40.8652","-123.6744","Wildfire","2021-08-29 01:00:00-07","2021-08-29","2021","8","2021-09-13 00:00:00-07","2021-09-13","d7b908db-7184-4f9e-923f-f811688cf4eb"
"Placer","Bridge Fire","411","38.921239","-121.036613","Wildfire","2021-09-05 05:53:14-07","2021-09-05","2021","9","2021-09-14 11:20:39-07","2021-09-14","ff71cd3b-2261-4248-92fa-f24733cfdcfe"
"Los Angeles","Route Fire","464","34.569383","-118.688821","Wildfire","2021-09-11 09:06:47-07","2021-09-11","2021","9","2021-09-17 07:00:00-07","2021-09-17","d3668f70-4e85-4962-8e8a-a0b8f1465500"
"Tulare","Walkers Fire","8777","36.268","-118.555","Wildfire","2021-08-16 09:05:54-07","2021-08-16","2021","8","2021-09-17 10:45:50-07","2021-09-17","2eae3252-74cd-4e96-b25a-20ed828395e2"
"Madera","Childrens Fire","42","36.89365","-119.792528","Wildfire","2021-09-19 04:40:00-07","2021-09-19","2021","9","2021-09-19 11:53:21-07","2021-09-19","f4be7c50-4b42-4534-90c7-82c52e4fa3cb"
"Mendocino","Hopkins Fire","257","39.232362","-123.202039","Wildfire","2021-09-12 07:15:09-07","2021-09-12","2021","9","2021-09-20 10:09:58-07","2021-09-20","b7a4e6df-7cef-4920-a585-031324b404f4"
"Plumas","Beckwourth Complex","105670","39.83203","-120.3415","Wildfire","2021-07-04 02:26:06-07","2021-07-04","2021","7","2021-09-22 01:37:37-07","2021-09-22","882f419d-ff9e-4533-b8da-a428ffcfec6e"
"Napa, Sonoma","Fremont Fire","116","38.269863","-122.416983","Wildfire","2021-09-22 07:25:00-07","2021-09-22","2021","9","2021-09-23 00:09:40-07","2021-09-23","460ab87e-07e7-4931-8390-bd3fe60677b2"
"San Bernardino","University Fire","71","34.164501","-117.333215","Wildfire","2021-09-22 04:27:08-07","2021-09-22","2021","9","2021-09-23 12:00:00-07","2021-09-23","e208c4a4-1477-4bfd-9fcd-c2d10271e617"
"Shasta","Fawn Fire","8578","40.729811","-122.320243","Wildfire","2021-09-22 09:45:00-07","2021-09-22","2021","9","2021-10-02 11:53:52-07","2021-10-02","1052ac46-526c-4ca1-a75c-7e91920ee6cb"
"Trinity","Maxwell Fire","80","40.649917","-123.02375","Wildfire","2021-10-05 08:34:31-07","2021-10-05","2021","10","2021-10-11 11:35:31-07","2021-10-11","ffb98e82-9a8a-44fe-9d91-45ce3db74ef5"
"Kings","Kettle Fire","447","35.983649","-119.960099","Wildfire","2021-10-11 11:43:59-07","2021-10-11","2021","10","2021-10-12 00:46:08-07","2021-10-12","23a7e559-d8b9-4333-bddc-ccf7cb2e7b3e"
"Tehama","View Fire ","24","40.287225","-122.436754","Wildfire","2021-10-11 07:35:42-07","2021-10-11","2021","10","2021-10-12 09:48:30-07","2021-10-12","66eaca2a-9aa7-41cf-a850-88f963cbf723"
"Napa","Newell Fire","132","38.170366","-122.241128","Wildfire","2021-10-11 13:02:23-07","2021-10-11","2021","10","2021-10-12 11:16:30-07","2021-10-12","8622a38c-551f-4ef0-9b25-0d0280ace921"
"Trinity","Canal Fire ","59","39.986836","-122.277441","Wildfire","2021-10-14 09:49:00-07","2021-10-14","2021","10","2021-10-15 01:37:57-07","2021-10-15","16f4a871-6b4e-493c-ada9-cff37913e521"
"Siskiyou","Antelope Fire","145632","41.5289901","-121.9154934","Wildfire","2021-08-01 04:28:25-07","2021-08-01","2021","8","2021-10-15 05:01:36-07","2021-10-15","dc3380c7-ff32-4062-a4e8-be99b655f2c6"
"Modoc","Gravel Fire","200","41.862388","-120.358206","Wildfire","2021-10-15 08:15:00-07","2021-10-15","2021","10","2021-10-16 12:25:23-07","2021-10-16","55df2f9c-3232-4643-970b-0286a1039507"
"El Dorado, Alpine, Amador","Caldor Fire","221835","38.586","-120.537833","Wildfire","2021-08-14 11:54:00-07","2021-08-14","2021","8","2021-10-21 01:18:44-07","2021-10-21","a21c4d1f-87ed-4db1-85ea-eae41c90a0ac"
"San Joaquin","Hollow Fire","150","37.62879","-121.52692","Wildfire","2021-10-24 06:40:00-07","2021-10-24","2021","10","2021-10-24 09:38:08-07","2021-10-24","8e7dcc1b-718b-4388-9e20-bef4b9b94385"
"Butte, Plumas, Shasta, Lassen, Tehama","Dixie Fire","963309","39.871306","-121.389439","Wildfire","2021-07-13 10:15:00-07","2021-07-13","2021","7","2021-10-25 00:45:46-07","2021-10-25","00016d5d-1647-49e4-a02a-abf46b8480ae"
"Alpine","Tamarack Fire","68637","38.6280042","-119.8591887","Wildfire","2021-07-04 04:57:58-07","2021-07-04","2021","7","2021-10-25 15:16:49-07","2021-10-25","3a281cd5-4d2b-47a7-89b7-1194e921805a"
"Siskiyou, Trinity","River Complex","199359","41.389","-123.057","Wildfire","2021-07-30 11:17:40-07","2021-07-30","2021","7","2021-10-26 06:14:31-07","2021-10-26","9284625d-a9bd-447b-b215-a40fe4a52697"
"Trinity","Monument Fire","223124","40.752","-123.337","Wildfire","2021-07-30 05:28:00-07","2021-07-30","2021","7","2021-10-26 06:15:01-07","2021-10-26","1d1bb813-5955-438a-a2cd-0e2d46074f1a"
"Santa Barbara","Alisal Fire","16970","34.553","-120.136","Wildfire","2021-10-11 07:30:12-07","2021-10-11","2021","10","2021-11-20 00:34:41-08","2021-11-20","de52a8d2-2c0e-4481-8d6c-9e4b7c2b9428"
"Inyo","Airport Fire","4136","37.369355","-118.371813","Wildfire","2022-02-16 08:06:41-08","2022-02-16","2022","2","2022-02-26 00:24:14-08","2022-02-26","0261dfa0-f1c5-401b-abf3-91184cd2ac2c"
"Sonoma","Alpine Fire ","21","38.46234","-123.015106","Wildfire","2022-03-01 09:15:00-08","2022-03-01","2022","3","2022-03-06 11:31:38-08","2022-03-06","ee27ed9e-44fb-4133-a2c9-f16a90fbeb46"
"Siskiyou","Gulch Fire ","113","41.9525087","-121.9015432","Wildfire","2022-03-12 04:46:00-08","2022-03-12","2022","3","2022-03-14 04:02:27-07","2022-03-14","264c5249-6933-4d8f-a270-25462d14a407"
"Santa Barbara","Hollister Fire","120","34.4687419","-120.2770391","Wildfire","2022-03-12 03:35:00-08","2022-03-12","2022","3","2022-03-17 02:09:35-07","2022-03-17","d9f40570-e594-457b-bf33-9bb2eec13d50"
"Siskiyou","Whitlow Fire","10","41.234712","-121.692093","Wildfire","2022-03-25 14:23:21-07","2022-03-25","2022","3","2022-03-27 09:17:07-07","2022-03-27","55b09ba6-f06c-41fa-b940-2438100bb452"
"Shasta","Platina Fire","10","40.44412","-122.690559","Wildfire","2022-04-27 06:56:00-07","2022-04-27","2022","4","2022-04-30 02:24:18-07","2022-04-30","4a03c163-2598-4adf-aec1-5c3dac41fa23"
"Riverside","111 Fire","15","33.510716","-115.916687","Wildfire","2022-04-30 13:33:00-07","2022-04-30","2022","4","2022-05-01 15:28:47-07","2022-05-01","f904489b-0488-4764-9a98-bd3b818d1756"
"Riverside","Pyrite Fire ","60","34.018021","-117.462367","Wildfire","2022-05-06 05:51:00-07","2022-05-06","2022","5","2022-05-07 11:59:37-07","2022-05-07","05a22a51-f594-41d7-8cfa-ff8811b145c5"
"Mendocino","Owens Fire","36","38.8733747","-123.6641833","Wildfire","2022-05-20 08:10:00-07","2022-05-20","2022","5","2022-05-22 12:07:49-07","2022-05-22","6dc17c08-d206-4ca5-a53c-cf26d2d7cfd3"
"San Luis Obispo","Bull Fire ","48","35.0155237","-120.3564497","Wildfire","2022-05-24 08:00:00-07","2022-05-24","2022","5","2022-05-24 10:30:15-07","2022-05-24","b22cb518-4c4e-439b-a8e8-5597fe45789e"
"Colusa","River Fire ","595","39.2333948","-122.0246463","Wildfire","2022-05-24 06:30:00-07","2022-05-24","2022","5","2022-05-28 01:52:34-07","2022-05-28","98953233-d2bd-4704-a6dc-122d14e388f6"
"San Bernardino","Elk Trail Fire","431","34.090619","-116.447636","Wildfire","2022-05-26 05:23:12-07","2022-05-26","2022","5","2022-05-30 01:22:37-07","2022-05-30","61c7f0a0-3f9e-4665-92b0-3f135987907a"
"Napa","Old Fire","570","38.370078","-122.270417","Wildfire","2022-05-31 08:35:00-07","2022-05-31","2022","5","2022-06-05 09:03:21-07","2022-06-05","51a14af6-7c52-4666-8805-da3f0d07923d"
"San Luis Obispo","Eagle Fire","36","35.72373","-120.56019","Wildfire","2022-06-06 10:50:00-07","2022-06-06","2022","6","2022-06-07 01:07:41-07","2022-06-07","34303301-ad09-441b-a2e5-91d206a66218"
"Riverside","62 Fire","60","33.59823","-116.23339","Wildfire","2022-06-04 16:15:00-07","2022-06-04","2022","6","2022-06-08 03:06:57-07","2022-06-08","4c22250d-5076-4a2a-aaf8-58565c49f314"
"San Bernardino","Hesperia Fire","95","34.31267","-117.34635","Wildfire","2022-06-06 09:47:00-07","2022-06-06","2022","6","2022-06-10 01:17:41-07","2022-06-10","968e2f0c-5255-4a21-b166-c9a06a645825"
"Butte","Park Fire","54","39.385829","-121.431372","Wildfire","2022-06-09 08:53:00-07","2022-06-09","2022","6","2022-06-11 10:07:51-07","2022-06-11","9e92e949-1e1c-47b7-9a46-71664466a15c"
"San Diego","Barrett Fire","65","32.8134303","-116.5882585","Wildfire","2022-06-12 11:16:43-07","2022-06-12","2022","6","2022-06-15 09:56:14-07","2022-06-15","3eb84741-bc4e-4beb-aeb3-6f485fca145c"
"Tehama","Graham Fire","100","40.05","-121.776","Wildfire","2022-06-10 04:51:07-07","2022-06-10","2022","6","2022-06-16 07:02:56-07","2022-06-16","58ba3463-14d8-4ac7-86c3-aaeb920de442"
"Tehama","Rancho Fire","593","40.00919","-122.45621","Wildfire","2022-06-13 09:16:00-07","2022-06-13","2022","6","2022-06-18 07:01:33-07","2022-06-18","2c095f28-ae55-4a23-9378-2a74989e889f"
"San Diego","Border 16","70","32.567333","-116.750667","Wildfire","2022-06-21 03:08:00-07","2022-06-21","2022","6","2022-06-22 12:48:03-07","2022-06-22","f8587978-ae8b-409d-8540-0c4aaa952d54"
"Butte","99 Fire","66","39.37879","-121.68694","Wildfire","2022-06-22 05:00:00-07","2022-06-22","2022","6","2022-06-22 13:01:02-07","2022-06-22","78bea37e-7334-4f49-a8dd-1c9a593b47d1"
"Merced","Romero Fire","349","38.42619","-121.97785","Wildfire","2022-06-23 11:34:00-07","2022-06-23","2022","6","2022-06-24 00:25:01-07","2022-06-24","13541b69-799a-4a8b-ade9-0bdefc254f73"
"Contra Costa","Kirker Fire ","90","37.97689","-121.908735","Wildfire","2022-06-24 05:20:00-07","2022-06-24","2022","6","2022-06-24 10:20:49-07","2022-06-24","88867d1f-eb64-4966-b86d-115c913cae39"
"Santa Cruz","Edgewood","20","37.459222","-122.27742","Wildfire","2022-06-21 07:30:00-07","2022-06-21","2022","6","2022-06-26 04:38:28-07","2022-06-26","eb1d79f9-a00a-4fc8-b979-5fb00e24da0b"
"Kern","Thunder Fire ","2500","34.936618","-118.889446","Wildfire","2022-06-22 11:41:00-07","2022-06-22","2022","6","2022-06-27 06:30:00-07","2022-06-27","49ce10fd-94f9-48ee-890f-3b63b1aa84ea"
"Sonoma","Roblar Fire ","63","38.323263","-122.796221","Wildfire","2022-06-27 08:47:53-07","2022-06-27","2022","6","2022-06-27 11:35:14-07","2022-06-27","2ea11a5a-70bd-4cea-bddc-466de28b4a8d"
"Riverside","Union Fire","110","33.968307","-117.462524","Wildfire","2022-06-25 10:22:36-07","2022-06-25","2022","6","2022-06-29 10:00:00-07","2022-06-29","06deb062-3940-44f0-a984-f9cb80ed1e4b"
"Fresno","Table Fire","52","37.013878","-119.576797","Wildfire","2022-07-01 06:31:00-07","2022-07-01","2022","7","2022-07-03 11:00:00-07","2022-07-03","b57e64d6-701c-475e-a048-b81d21bef97d"
"Nevada","Rices Fire","904","39.319145","-121.192271","Wildfire","2022-06-28 07:00:00-07","2022-06-28","2022","6","2022-07-05 07:22:11-07","2022-07-05","de8403a1-4f40-499e-a83e-de3261c57b37"
"Monterey","Garrison Fire","138","35.8640822","-120.819059","Wildfire","2022-07-04 02:26:12-07","2022-07-04","2022","7","2022-07-05 11:00:00-07","2022-07-05","8877e37e-7656-47ef-9881-dfd9653f36a4"
"Mendocino","Nome Fire","20","39.8166571","-123.2055576","Wildfire","2022-07-05 10:15:00-07","2022-07-05","2022","7","2022-07-06 00:00:00-07","2022-07-06","67d518ac-2edf-4809-bb0e-748ebe27f9a7"
"Yuba","Bay Fire","30","39.300253","-121.372749","Wildfire","2022-07-08 06:10:00-07","2022-07-08","2022","7","2022-07-10 11:00:00-07","2022-07-10","39d88789-80ba-4a50-b96a-bddefd6593a3"
"San Diego","Harbison","37","32.7947379","-116.8460273","Wildfire","2022-07-12 11:28:08-07","2022-07-12","2022","7","2022-07-13 07:35:35-07","2022-07-13","7a9b1646-9b86-4721-b99d-9cfe02ba1fec"
"Placer","Riosa Fire","38","38.9848309","-121.340201","Wildfire","2022-07-17 05:27:36-07","2022-07-17","2022","7","2022-07-18 01:23:25-07","2022-07-18","a1c796a1-d98d-4420-acb5-f30924c7966d"
"Tehama","Rainbow Fire","60","40.010233","-122.433855","Wildfire","2022-07-16 06:05:00-07","2022-07-16","2022","7","2022-07-18 23:00:00-07","2022-07-19","632bea0c-612e-42fa-8b27-b3514c734da2"
"Shasta","Peter Fire ","304","40.4411992","-122.3182313","Wildfire","2022-07-14 09:56:00-07","2022-07-14","2022","7","2022-07-19 01:06:46-07","2022-07-19","0539f658-3625-4601-a3d3-9f0e887c2415"
"San Diego","Border 27 Fire","100","32.6077664","-116.6077664","Wildfire","2022-07-17 04:25:17-07","2022-07-17","2022","7","2022-07-19 10:00:00-07","2022-07-19","6a5cd16b-55a8-4104-aa28-0e0490b4aca9"
"Alameda","Flynn Fire ","121","37.719206","-121.656106","Wildfire","2022-07-19 12:08:46-07","2022-07-19","2022","7","2022-07-20 00:00:00-07","2022-07-20","f83fad03-336e-4edb-afc6-c77b5f924506"
"Mendocino","Bell Fire","43","39.90557","-123.598273","Wildfire","2022-07-17 09:36:27-07","2022-07-17","2022","7","2022-07-20 00:00:00-07","2022-07-20","398d0989-c034-4da7-854c-79e392d081b2"
"Tuolumne","Slate Fire ","64","37.935092","-120.4422218","Wildfire","2022-07-21 07:22:00-07","2022-07-21","2022","7","2022-07-22 10:30:00-07","2022-07-22","2786397c-0bd0-46f8-bdf8-3f749d061593"
"Mendocino","Meadow Fire ","17","39.058043","-123.33756","Wildfire","2022-07-19 05:25:00-07","2022-07-19","2022","7","2022-07-22 11:30:00-07","2022-07-22","50a7f34c-aa67-4227-bc71-238e85a3ff85"
"Yuba","Winding Fire","82","39.314076","-121.27693","Wildfire","2022-07-18 09:43:31-07","2022-07-18","2022","7","2022-07-26 01:00:00-07","2022-07-26","7fbd8cd4-bd0d-432e-910d-a8c353667946"
"San Benito","Anzar Fire","104","36.8927679","-121.604728","Wildfire","2022-07-21 08:21:00-07","2022-07-21","2022","7","2022-07-27 12:24:10-07","2022-07-27","367d210d-571c-4066-a078-44f3e162d8f4"
"El Dorado","Cable Fire ","20","38.75794","-120.63742","Wildfire","2022-07-26 09:24:00-07","2022-07-26","2022","7","2022-07-28 12:30:24-07","2022-07-28","d3415864-268a-4304-ac6a-02714a23f2cb"
"San Bernardino","Highway Fire","28","34.312437","-117.3463886","Wildfire","2022-07-29 10:06:00-07","2022-07-29","2022","7","2022-07-31 06:09:50-07","2022-07-31","1445f422-faa3-4a74-84db-bb3e6b3526b2"
"Yuba","Apple Fire","39","39.323167","-121.304167","Wildfire","2022-07-27 08:08:00-07","2022-07-27","2022","7","2022-08-02 04:03:00-07","2022-08-02","c7cb91c5-4423-4965-8f6d-ad9c711a376d"
"Tuolumne","Springs Fire","51","37.84349","-120.50806","Wildfire","2022-08-03 08:16:00-07","2022-08-03","2022","8","2022-08-04 09:00:00-07","2022-08-04","bb08947c-f887-4538-bb5e-1d5750b54249"
"Siskiyou","Shackleford Fire","31","41.5734543","-123.0213226","Wildfire","2022-07-30 11:06:00-07","2022-07-30","2022","7","2022-08-05 11:30:00-07","2022-08-05","4d357743-0767-467c-9d27-585e4466bcce"
"Tulare","Marmot Fire","127","36.378236","-118.853671","Wildfire","2022-08-02 06:35:00-07","2022-08-02","2022","8","2022-08-06 11:15:26-07","2022-08-06","3d3dc0a6-0c44-4786-a543-896e3c0e1b59"
"Siskiyou","Meamber Fire","63","41.640867","-122.988315","Wildfire","2022-07-31 12:17:00-07","2022-07-31","2022","7","2022-08-06 11:30:00-07","2022-08-06","f4b5f0c0-4b3f-4715-93c8-eae87b2cab17"
"Siskiyou","Kelsey Fire","85","41.6430162","-123.1193265","Wildfire","2022-07-30 14:17:00-07","2022-07-30","2022","7","2022-08-07 04:51:04-07","2022-08-07","64cc517f-a935-4abb-b35a-b40516174f3b"
"Siskiyou","Smokey Fire ","34","41.9708541","-122.7825581","Wildfire","2022-08-04 02:05:00-07","2022-08-04","2022","8","2022-08-09 02:56:00-07","2022-08-09","e17479af-0314-4162-9c57-bbbf602b6f64"
"Lassen","3-8 Fire ","14","41.060445","-121.211449","Wildfire","2022-08-07 19:30:00-07","2022-08-08","2022","8","2022-08-15 01:34:14-07","2022-08-15","136a1828-ec7f-487f-9aa1-7f378e51322a"
"Alameda","Eden Fire","58","37.70049","-121.97822","Wildfire","2022-08-15 09:21:00-07","2022-08-15","2022","8","2022-08-15 16:52:31-07","2022-08-15","9416f961-c5f3-40ec-805f-87bb8b09c5f6"
"Kern","Rail Fire","250","35.2882644","-118.6292243","Wildfire","2022-08-14 10:40:00-07","2022-08-14","2022","8","2022-08-17 11:30:00-07","2022-08-17","b2407838-9dd2-45b8-a956-899bf6891b98"
"Los Angeles","Quail Fire","53","34.48202","-118.60811","Wildfire","2022-08-17 10:31:09-07","2022-08-17","2022","8","2022-08-18 12:18:02-07","2022-08-18","baa65866-c909-42c4-a414-63c31d1bb3cb"
"Tulare","Wishon Fire","325","36.17768","-118.71829","Wildfire","2022-08-15 10:15:00-07","2022-08-15","2022","8","2022-08-28 05:00:00-07","2022-08-28","606930f2-4368-4e78-bb43-4ba33db70f11"
"Nevada","Pleasant Fire","48","39.2805","-121.1329","Wildfire","2022-08-20 09:35:12-07","2022-08-20","2022","8","2022-08-29 09:00:00-07","2022-08-29","8d4e0591-dd62-4c04-82f3-10eb76556cde"
"Nevada","Still Fire","44","39.0543","-121.1103","Wildfire","2022-08-27 04:43:00-07","2022-08-27","2022","8","2022-08-29 09:00:00-07","2022-08-29","4612ddda-90b6-4733-a0a5-6bdeb622614b"
"Humboldt","McCovey Fire","25","41.4672","-123.9277","Wildfire","2022-08-29 12:53:00-07","2022-08-29","2022","8","2022-08-30 10:30:40-07","2022-08-30","68202561-738b-4e30-a004-7ed156939fe8"
"Placer","Oak Fire","19244","39.04941","-120.9526","Wildfire","2022-08-15 08:48:00-07","2022-08-15","2022","8","2022-08-31 09:00:00-07","2022-08-31","ad465a00-5520-4188-9f91-3c5568adb40e"
"Humboldt","Ranch Fire","26","41.4626","-123.9477","Wildfire","2022-08-29 00:53:00-07","2022-08-29","2022","8","2022-09-01 10:00:00-07","2022-09-01","2632aae9-5451-4021-b9ec-3c68909133a7"
"San Diego","Sandia Fire","30","33.432924","-117.246996","Wildfire","2022-09-04 06:42:00-07","2022-09-04","2022","9","2022-09-05 13:00:00-07","2022-09-05","a30a1a3f-e586-4351-a177-109e2108bf9c"
"Los Angeles","Route Fire","5208","34.5255","-118.6479","Wildfire","2022-08-31 05:01:00-07","2022-08-31","2022","8","2022-09-06 01:46:19-07","2022-09-06","40b5cdc9-57db-40da-b52d-6f4c53375bc1"
"San Luis Obispo","Rosa Fire","16","35.580125","-121.012313","Wildfire","2022-09-06 08:15:00-07","2022-09-06","2022","9","2022-09-06 13:20:00-07","2022-09-06","90ff8cb6-8361-4442-8646-b8846bf2f7ea"
"Los Angeles","Gulch Fire","113","34.2026","-117.8608","Wildfire","2022-08-29 04:26:45-07","2022-08-29","2022","8","2022-09-07 01:30:00-07","2022-09-07","599c4952-beda-4ec6-a636-47c92444a443"
"Siskiyou","Coyote Fire","297","41.8739166","-121.839853","Wildfire","2022-09-07 07:52:00-07","2022-09-07","2022","9","2022-09-13 12:19:08-07","2022-09-13","899421c1-661c-44c1-a988-a0fe5043e6bd"
"Siskiyou","Mill Fire","3939","41.4303","-122.3852","Wildfire","2022-09-02 05:49:00-07","2022-09-02","2022","9","2022-09-14 11:45:10-07","2022-09-14","47bfc3f3-04f7-49ab-a901-77770b85a7cc"
"Madera","Fork Fire ","819","37.21945","-119.50881","Wildfire","2022-09-07 08:30:00-07","2022-09-07","2022","9","2022-09-14 11:58:36-07","2022-09-14","2497d2b3-31a4-4dc5-a628-2a059036e6c2"
"Placer","Hill Fire","11","39.1252","-120.816083","Wildfire","2022-09-06 00:40:00-07","2022-09-06","2022","9","2022-09-15 09:00:00-07","2022-09-15","d90dcd39-baef-4d4c-8774-16a02ca557df"
"Tehama","Forward Fire","160","40.44109","-121.81822","Wildfire","2022-09-09 07:31:00-07","2022-09-09","2022","9","2022-09-17 00:26:46-07","2022-09-17","0f669596-90b2-4625-ba6b-f2bd1ab59f3b"
"Modoc","Barnes Fire","5843","41.87117","-120.29122","Wildfire","2022-09-07 08:59:00-07","2022-09-07","2022","9","2022-09-28 05:43:26-07","2022-09-28","6a1d129f-e302-41b0-90ce-a0fafd6e2503"
"San Bernardino","Radford Fire","1079","34.177","-116.882","Wildfire","2022-09-05 04:52:15-07","2022-09-05","2022","9","2022-09-30 05:42:48-07","2022-09-30","d78ddcad-57ab-4cc4-8910-6f55da123bc1"
"El Dorado, Placer","Mosquito Fire","76788","39.00591","-120.7447","Wildfire","2022-09-06 11:00:00-07","2022-09-06","2022","9","2022-10-22 03:18:21-07","2022-10-22","a305c68d-db56-4c9f-ab9c-5089c25f3fba"
"Inyo","Pleasant Fire ","50","37.38939","-118.50091","Wildfire","2022-10-23 05:55:00-07","2022-10-23","2022","10","2022-10-25 05:00:00-07","2022-10-25","866407b4-2434-4d13-8a43-fa61f2d6a38d"
"Riverside","66 Fire","127","33.569342","-116.092746","Wildfire","2023-05-15 05:10:00-07","2023-05-15","2023","5","2023-05-18 12:00:00-07","2023-05-18","a56115f1-5eca-4dc1-b576-cbeb67ed4b5b"
